,TC Number,Trains Daily,Vehicles Daily,Train Max Speed (mph),Road Max Speed (km/h),Lanes,Tracks,OccDate,SUBD_OWNER_ABBREV_ENG
3339,601153,17.0,25.0,55.0,80.0,2.0,1.0,5/30/2005 12:00:00 AM,CP
3340,13971,55.0,6020.0,60.0,50.0,2.0,4.0,5/30/2005 12:00:00 AM,CN
3341,33558,11.0,3000.0,50.0,80.0,2.0,1.0,5/27/2005 12:00:00 AM,CP
3342,11746,,,,,,,1/18/2005 12:00:00 AM,
3343,11746,,,,,,,1/18/2005 12:00:00 AM,
3344,13764,6.0,8210.0,40.0,50.0,4.0,1.0,5/20/2005 12:00:00 AM,CN
3345,26363,4.0,18004.0,10.0,50.0,2.0,1.0,4/27/2005 12:00:00 AM,
3346,26363,4.0,18004.0,10.0,50.0,2.0,1.0,4/27/2005 12:00:00 AM,
3348,695,31.0,8000.0,50.0,60.0,2.0,2.0,5/16/2005 12:00:00 AM,
3349,695,31.0,8000.0,50.0,60.0,2.0,2.0,5/16/2005 12:00:00 AM,
3350,695,31.0,8000.0,50.0,60.0,2.0,2.0,5/16/2005 12:00:00 AM,
3351,695,31.0,8000.0,50.0,60.0,2.0,2.0,5/16/2005 12:00:00 AM,
3352,20615,29.0,300.0,50.0,50.0,2.0,2.0,5/13/2005 12:00:00 AM,
3353,9124,4.0,25100.0,15.0,50.0,4.0,1.0,5/11/2005 12:00:00 AM,
3354,9124,4.0,25100.0,15.0,50.0,4.0,1.0,5/11/2005 12:00:00 AM,
3355,32033,2.0,2334.0,10.0,70.0,2.0,1.0,5/12/2005 12:00:00 AM,CP
3356,18279,3.0,1.0,45.0,80.0,2.0,1.0,5/11/2005 12:00:00 AM,
3357,18279,3.0,1.0,45.0,80.0,2.0,1.0,5/11/2005 12:00:00 AM,
3358,24123,4.0,17000.0,25.0,70.0,4.0,1.0,5/11/2005 12:00:00 AM,CP
3359,24123,4.0,17000.0,25.0,70.0,4.0,1.0,5/11/2005 12:00:00 AM,CP
3360,24123,4.0,17000.0,25.0,70.0,4.0,1.0,5/11/2005 12:00:00 AM,CP
3361,24123,4.0,17000.0,25.0,70.0,4.0,1.0,5/11/2005 12:00:00 AM,CP
3362,191,14.0,2375.0,60.0,90.0,2.0,1.0,5/11/2005 12:00:00 AM,
3363,30889,10.0,162.0,60.0,80.0,2.0,1.0,5/10/2005 12:00:00 AM,CP
3364,30889,10.0,162.0,60.0,80.0,2.0,1.0,5/10/2005 12:00:00 AM,CP
3365,197,14.0,460.0,60.0,50.0,2.0,2.0,5/9/2005 12:00:00 AM,VIA
3366,24364,12.0,100.0,55.0,80.0,2.0,1.0,5/5/2005 12:00:00 AM,
3367,6771,24.0,8000.0,10.0,60.0,3.0,1.0,5/4/2005 12:00:00 AM,
3368,6771,24.0,8000.0,10.0,60.0,3.0,1.0,5/4/2005 12:00:00 AM,
3369,3244,10.0,25.0,60.0,50.0,1.0,1.0,4/29/2005 12:00:00 AM,VIA
3370,3244,10.0,25.0,60.0,50.0,1.0,1.0,4/29/2005 12:00:00 AM,VIA
3371,8760,3.0,3229.0,20.0,50.0,2.0,1.0,1/14/2005 12:00:00 AM,CN
3372,35688,2.0,2625.0,15.0,60.0,2.0,1.0,4/19/2005 12:00:00 AM,CN
3373,31999,0.5,1700.0,10.0,60.0,2.0,1.0,4/13/2005 12:00:00 AM,ETR
3374,31999,0.5,1700.0,10.0,60.0,2.0,1.0,4/13/2005 12:00:00 AM,ETR
3375,6665,18.0,8000.0,60.0,50.0,2.0,4.0,4/16/2005 12:00:00 AM,CN
3376,6665,18.0,8000.0,60.0,50.0,2.0,4.0,4/16/2005 12:00:00 AM,CN
3379,1022,5.0,1900.0,15.0,50.0,2.0,1.0,4/15/2005 12:00:00 AM,
3380,21268,7.0,530.0,45.0,50.0,2.0,2.0,4/7/2005 12:00:00 AM,CP
3381,5310,1.0,13016.0,15.0,60.0,4.0,1.0,4/8/2005 12:00:00 AM,
3382,27475,12.0,4210.0,45.0,50.0,4.0,3.0,4/12/2005 12:00:00 AM,CP
3383,5032,,,,,,,4/12/2005 12:00:00 AM,CN
3384,35944,1.0,3000.0,15.0,50.0,2.0,1.0,1/19/2005 12:00:00 AM,CN
3385,35944,1.0,3000.0,15.0,50.0,2.0,1.0,1/19/2005 12:00:00 AM,CN
3386,16698,6.0,6716.0,40.0,60.0,2.0,1.0,4/10/2005 12:00:00 AM,
3387,30748,2.0,3600.0,10.0,50.0,2.0,1.0,4/6/2005 12:00:00 AM,
3388,36675,11.0,48100.0,35.0,70.0,4.0,1.0,4/5/2005 12:00:00 AM,
3389,36675,11.0,48100.0,35.0,70.0,4.0,1.0,4/5/2005 12:00:00 AM,
3390,4987,34.0,10800.0,65.0,50.0,4.0,2.0,4/5/2005 12:00:00 AM,CN
3391,777,24.0,1406.0,60.0,80.0,2.0,1.0,4/2/2005 12:00:00 AM,CN
3392,28855,42.0,55.0,60.0,80.0,2.0,1.0,4/1/2005 12:00:00 AM,
3393,1011,10.0,3000.0,,50.0,2.0,1.0,3/31/2005 12:00:00 AM,CN
3394,31992,2.0,5400.0,10.0,60.0,2.0,1.0,3/29/2005 12:00:00 AM,ETR
3395,31992,2.0,5400.0,10.0,60.0,2.0,1.0,3/29/2005 12:00:00 AM,ETR
3396,300131,21.86,30.0,35.0,30.0,2.0,1.0,3/25/2005 12:00:00 AM,CN
3397,27944,2.0,800.0,25.0,80.0,2.0,1.0,3/24/2005 12:00:00 AM,CP
3398,27944,2.0,800.0,25.0,80.0,2.0,1.0,3/24/2005 12:00:00 AM,CP
3399,8460,5.0,5400.0,40.0,50.0,2.0,1.0,3/23/2005 12:00:00 AM,CN
3400,31978,2.0,28900.0,10.0,70.0,5.0,1.0,3/22/2005 12:00:00 AM,ETR
3401,31978,2.0,28900.0,10.0,70.0,5.0,1.0,3/22/2005 12:00:00 AM,ETR
3402,42452,10.0,3630.0,60.0,100.0,2.0,1.0,3/22/2005 12:00:00 AM,CP
3403,2339,20.86,554.0,45.0,80.0,2.0,1.0,3/22/2005 12:00:00 AM,
3404,2339,20.86,554.0,45.0,80.0,2.0,1.0,3/22/2005 12:00:00 AM,
3405,28917,,,,,,,3/19/2005 12:00:00 AM,
3406,18053,4.0,2000.0,20.0,50.0,2.0,1.0,3/18/2005 12:00:00 AM,MMA
3407,30281,5.0,402.0,40.0,30.0,2.0,2.0,3/18/2005 12:00:00 AM,
3408,5381,27.86,6223.0,60.0,50.0,2.0,2.0,3/16/2005 12:00:00 AM,
3409,17220,27.86,2573.0,40.0,70.0,2.0,2.0,3/16/2005 12:00:00 AM,
3410,10341,4.0,250.0,,40.0,2.0,1.0,3/12/2005 12:00:00 AM,
3411,24378,12.0,2872.0,55.0,50.0,2.0,2.0,3/11/2005 12:00:00 AM,
3412,8319,2.0,900.0,30.0,80.0,2.0,1.0,3/10/2005 12:00:00 AM,CFM
3413,14439,4.0,600.0,25.0,50.0,2.0,1.0,3/9/2005 12:00:00 AM,
3414,721,24.0,519.0,40.0,50.0,2.0,1.0,3/8/2005 12:00:00 AM,CN
3415,721,24.0,519.0,40.0,50.0,2.0,1.0,3/8/2005 12:00:00 AM,CN
3416,7494,9.0,1050.0,50.0,80.0,2.0,1.0,3/7/2005 12:00:00 AM,
3417,30906,10.0,50.0,60.0,80.0,2.0,1.0,3/3/2005 12:00:00 AM,CP
3418,30906,10.0,50.0,60.0,80.0,2.0,1.0,3/3/2005 12:00:00 AM,CP
3419,10188,50.0,6400.0,40.0,30.0,4.0,2.0,3/3/2005 12:00:00 AM,CN
3420,10188,50.0,6400.0,40.0,30.0,4.0,2.0,3/3/2005 12:00:00 AM,CN
3421,30917,9.0,600.0,35.0,50.0,2.0,1.0,2/26/2005 12:00:00 AM,CP
3422,30917,9.0,600.0,35.0,50.0,2.0,1.0,2/26/2005 12:00:00 AM,CP
3423,14620,2.0,5000.0,10.0,100.0,2.0,1.0,2/25/2005 12:00:00 AM,CN
3425,14627,4.0,1400.0,40.0,80.0,4.0,1.0,2/25/2005 12:00:00 AM,CN
3426,35601,4.0,16000.0,15.0,50.0,4.0,1.0,2/21/2005 12:00:00 AM,CN
3427,7083,46.0,3500.0,50.0,60.0,2.0,1.0,2/20/2005 12:00:00 AM,
3428,19200,10.0,4000.0,60.0,40.0,2.0,2.0,2/17/2005 12:00:00 AM,
3429,12602,3.7,2203.0,25.0,50.0,2.0,1.0,2/22/2005 12:00:00 AM,
3431,989,10.0,4000.0,,30.0,2.0,1.0,2/22/2005 12:00:00 AM,
3432,32281,4.0,500.0,40.0,80.0,2.0,1.0,2/17/2005 12:00:00 AM,CP
3433,15819,5.0,10.0,40.0,80.0,1.0,1.0,2/16/2005 12:00:00 AM,
3434,48914,5.0,25.0,40.0,80.0,2.0,1.0,2/22/2005 12:00:00 AM,CN
3435,22163,13.0,4664.0,40.0,70.0,2.0,1.0,2/17/2005 12:00:00 AM,
3436,31406,6.0,350.0,25.0,80.0,2.0,1.0,2/16/2005 12:00:00 AM,
3437,7994,40.0,2300.0,60.0,50.0,2.0,2.0,2/17/2005 3:15:00 PM,CN
3438,20797,,,,,,,2/12/2005 12:00:00 AM,ROV
3439,36232,10.0,400.0,60.0,50.0,2.0,1.0,2/11/2005 12:00:00 AM,
3440,23031,1.0,100.0,25.0,80.0,2.0,1.0,2/9/2005 12:00:00 AM,CP
3441,36334,18.0,5004.0,45.0,50.0,4.0,1.0,2/9/2005 12:00:00 AM,
3442,28230,8.0,1500.0,25.0,50.0,2.0,1.0,2/9/2005 12:00:00 AM,
3444,8764,3.0,24518.0,20.0,60.0,5.0,1.0,2/8/2005 12:00:00 AM,
3445,956,,,,,,,2/5/2005 12:00:00 AM,
3446,13764,6.0,8210.0,40.0,50.0,4.0,1.0,2/2/2005 12:00:00 AM,CN
3447,13764,6.0,8210.0,40.0,50.0,4.0,1.0,2/2/2005 12:00:00 AM,CN
3448,22198,11.0,12.0,60.0,80.0,2.0,1.0,2/3/2005 12:00:00 AM,CP
3449,35668,1.0,8054.0,15.0,50.0,2.0,2.0,1/27/2005 12:00:00 AM,
3450,5366,,,,,,,1/28/2005 12:00:00 AM,
3451,23210,15.0,350.0,60.0,80.0,2.0,2.0,1/31/2005 12:00:00 AM,
3452,24846,8.0,274.0,35.0,80.0,2.0,1.0,1/28/2005 12:00:00 AM,
3453,5445,28.86,424.0,65.0,50.0,2.0,2.0,1/31/2005 1:10:00 PM,CN
3454,15492,3.0,4000.0,15.0,50.0,4.0,1.0,1/31/2005 12:00:00 AM,
3455,15492,3.0,4000.0,15.0,50.0,4.0,1.0,1/31/2005 12:00:00 AM,
3456,27488,15.0,1388.0,45.0,80.0,2.0,1.0,1/29/2005 12:00:00 AM,
3457,27440,12.0,524.0,45.0,80.0,2.0,1.0,1/29/2005 12:00:00 AM,CP
3458,27440,12.0,524.0,45.0,80.0,2.0,1.0,1/29/2005 12:00:00 AM,CP
3459,21520,6.0,1496.0,15.0,50.0,2.0,3.0,1/27/2005 12:00:00 AM,
3460,24204,2.0,38000.0,10.0,60.0,6.0,1.0,1/27/2005 12:00:00 AM,
3461,2298,4.0,234.0,40.0,80.0,2.0,1.0,1/25/2005 12:00:00 AM,
3462,14622,4.0,2008.0,40.0,50.0,2.0,1.0,1/27/2005 12:00:00 AM,
3463,14068,1.0,46000.0,10.0,100.0,2.0,1.0,1/26/2005 12:00:00 AM,CN
3464,14597,4.0,5000.0,20.0,50.0,2.0,1.0,1/26/2005 12:00:00 AM,
3465,300128,18.0,300.0,50.0,50.0,2.0,1.0,1/26/2005 12:00:00 AM,CP
3466,300781,8.0,7936.0,10.0,80.0,2.0,1.0,1/25/2005 12:00:00 AM,CP
3467,300781,8.0,7936.0,10.0,80.0,2.0,1.0,1/25/2005 12:00:00 AM,CP
3468,46776,55.0,10310.0,30.0,50.0,4.0,2.0,1/25/2005 12:00:00 AM,CN
3469,46776,55.0,10310.0,30.0,50.0,4.0,2.0,1/25/2005 12:00:00 AM,CN
3470,21220,8.0,1802.0,45.0,50.0,2.0,2.0,1/21/2005 12:00:00 AM,
3471,4861,27.0,5900.0,65.0,90.0,2.0,1.0,1/19/2005 12:00:00 AM,CN
3472,14921,2.0,31992.0,20.0,50.0,6.0,1.0,1/17/2005 12:00:00 AM,
3473,14869,16.0,50.0,60.0,90.0,2.0,1.0,1/16/2005 12:00:00 AM,
3474,300780,8.0,11500.0,10.0,70.0,4.0,1.0,1/15/2005 12:00:00 AM,CP
3475,300780,8.0,11500.0,10.0,70.0,4.0,1.0,1/15/2005 12:00:00 AM,CP
3476,31423,6.0,50.0,40.0,80.0,2.0,1.0,1/16/2005 12:00:00 AM,CN
3477,31423,6.0,50.0,40.0,80.0,2.0,1.0,1/16/2005 12:00:00 AM,CN
3478,27429,12.0,202.0,45.0,60.0,2.0,1.0,1/14/2005 12:00:00 AM,
3479,600377,11.86,10.0,40.0,15.0,1.0,1.0,1/13/2005 12:00:00 AM,
3480,47775,4.0,1742.0,25.0,30.0,2.0,1.0,1/13/2005 12:00:00 AM,CN
3481,2271,4.0,7338.0,40.0,100.0,2.0,1.0,1/12/2005 12:00:00 AM,CN
3483,17586,39.86,30.0,60.0,50.0,2.0,2.0,1/12/2005 12:00:00 AM,CN
3484,16656,5.0,50.0,40.0,80.0,2.0,1.0,1/12/2005 12:00:00 AM,CN
3485,34360,15.0,304.0,40.0,60.0,2.0,1.0,1/11/2005 12:00:00 AM,
3486,28958,6.0,4902.0,40.0,50.0,2.0,1.0,1/10/2005 12:00:00 AM,
3487,28958,6.0,4902.0,40.0,50.0,2.0,1.0,1/10/2005 12:00:00 AM,
3488,18079,18.0,13900.0,40.0,50.0,4.0,2.0,1/11/2005 12:00:00 AM,
3489,34257,,,,,,,1/11/2005 12:00:00 AM,CN
3490,13174,31.7,2643.0,30.0,50.0,2.0,3.0,1/8/2005 12:00:00 AM,
3491,405122,2.0,3000.0,25.0,50.0,4.0,1.0,1/7/2005 12:00:00 AM,
3492,28186,6.0,3700.0,45.0,90.0,3.0,1.0,1/5/2005 12:00:00 AM,MMA
3494,27962,2.0,75.0,30.0,80.0,2.0,1.0,1/4/2005 12:00:00 AM,CP
3495,27962,2.0,75.0,30.0,80.0,2.0,1.0,1/4/2005 12:00:00 AM,CP
3496,15896,11.0,29000.0,10.0,70.0,4.0,2.0,1/2/2005 12:00:00 AM,
3497,9020,2.0,5000.0,10.0,40.0,2.0,1.0,1/3/2005 12:00:00 AM,CN
3498,26785,10.0,50.0,45.0,50.0,2.0,1.0,12/31/2004 12:00:00 AM,CP
3499,772,24.0,5000.0,60.0,80.0,2.0,1.0,12/27/2004 12:00:00 AM,
3501,5430,27.86,1504.0,60.0,100.0,2.0,1.0,12/22/2004 12:00:00 AM,
3502,30263,5.0,50.0,40.0,60.0,2.0,1.0,12/21/2004 12:00:00 AM,
3503,7481,9.0,1600.0,50.0,90.0,2.0,1.0,12/17/2004 12:00:00 AM,CN
3504,19802,17.0,50.0,55.0,80.0,2.0,1.0,12/20/2004 12:00:00 AM,CP
3505,1322,5.0,11080.0,40.0,80.0,4.0,1.0,12/19/2004 12:00:00 AM,
3506,15188,28.0,1000.0,60.0,80.0,2.0,2.0,12/19/2004 12:00:00 AM,CN
3507,15188,28.0,1000.0,60.0,80.0,2.0,2.0,12/19/2004 12:00:00 AM,CN
3508,5032,,,,,,,12/16/2004 12:00:00 AM,CN
3509,5032,,,,,,,12/16/2004 12:00:00 AM,CN
3510,14140,2.0,3600.0,10.0,50.0,2.0,1.0,12/15/2004 12:00:00 AM,CN
3511,20232,15.0,75.0,60.0,90.0,2.0,2.0,12/15/2004 12:00:00 AM,CP
3512,10402,4.86,2040.0,40.0,50.0,2.0,1.0,12/15/2004 12:00:00 AM,
3514,27464,2.0,10.0,30.0,80.0,1.0,1.0,12/12/2004 12:00:00 AM,
3515,49352,39.86,2.0,45.0,0.0,1.0,1.0,12/13/2004 12:00:00 AM,
3516,49352,39.86,2.0,45.0,0.0,1.0,1.0,12/13/2004 12:00:00 AM,
3517,17183,27.86,50.0,60.0,80.0,2.0,1.0,12/10/2004 12:00:00 AM,
3518,24353,13.0,202.0,35.0,80.0,2.0,1.0,12/9/2004 12:00:00 AM,
3519,30738,7.0,20384.0,30.0,60.0,4.0,1.0,12/9/2004 12:00:00 AM,
3520,24998,10.0,1500.0,55.0,80.0,2.0,1.0,12/7/2004 12:00:00 AM,
3521,200714,,,,,,,12/7/2004 12:00:00 AM,CN
3523,8454,5.0,47.0,25.0,30.0,2.0,1.0,12/7/2004 12:00:00 AM,CN
3524,32051,2.0,8400.0,10.0,50.0,2.0,1.0,12/6/2004 12:00:00 AM,CP
3525,405174,2.0,10700.0,25.0,50.0,4.0,1.0,12/6/2004 12:00:00 AM,
3526,11073,2.0,30.0,40.0,40.0,2.0,1.0,12/5/2004 12:00:00 AM,
3527,13809,20.86,200.0,55.0,60.0,2.0,1.0,12/3/2004 12:00:00 AM,
3528,49391,2.0,10.0,15.0,25.0,2.0,1.0,12/2/2004 12:00:00 AM,CN
3529,3438,2.0,1460.0,25.0,90.0,2.0,1.0,12/1/2004 12:00:00 AM,CN
3530,17586,39.86,30.0,60.0,50.0,2.0,2.0,11/29/2004 12:00:00 AM,CN
3531,600414,15.0,12006.0,10.0,50.0,2.0,1.0,11/23/2004 12:00:00 AM,
3532,22286,2.0,100.0,30.0,90.0,2.0,1.0,11/19/2004 12:00:00 AM,
3534,16825,27.86,25.0,50.0,80.0,1.0,1.0,11/16/2004 12:00:00 AM,
3535,956,,,,,,,11/15/2004 12:00:00 AM,
3536,16743,2.0,20900.0,10.0,70.0,4.0,1.0,11/12/2004 12:00:00 AM,CN
3537,16498,3.0,20.0,25.0,70.0,2.0,1.0,11/12/2004 12:00:00 AM,CN
3539,24793,5.0,10000.0,10.0,50.0,4.0,2.0,11/5/2004 12:00:00 AM,
3540,15841,4.0,77.0,25.0,80.0,2.0,1.0,11/4/2004 12:00:00 AM,CN
3541,15841,4.0,77.0,25.0,80.0,2.0,1.0,11/4/2004 12:00:00 AM,CN
3542,28937,6.0,113.0,40.0,80.0,2.0,1.0,10/31/2004 12:00:00 AM,CP
3543,6492,8.0,7212.0,55.0,50.0,2.0,1.0,11/1/2004 12:00:00 AM,GEXR
3544,15635,8.0,9600.0,35.0,50.0,2.0,1.0,10/30/2004 12:00:00 AM,GEXR
3545,15635,8.0,9600.0,35.0,50.0,2.0,1.0,10/30/2004 12:00:00 AM,GEXR
3546,5310,1.0,13016.0,15.0,60.0,4.0,1.0,10/29/2004 12:00:00 AM,CN
3548,882,,,,,,,10/29/2004 12:00:00 AM,OCR
3549,21700,2.0,1.0,30.0,90.0,2.0,2.0,10/28/2004 12:00:00 AM,
3550,15347,6.0,400.0,25.0,80.0,2.0,1.0,10/26/2004 12:00:00 AM,CN
3551,18284,7.0,1360.0,45.0,100.0,2.0,1.0,10/24/2004 12:00:00 AM,CP
3552,4840,27.0,3900.0,65.0,90.0,2.0,1.0,10/17/2004 12:00:00 AM,CN
3553,25022,10.0,4000.0,60.0,50.0,2.0,1.0,10/12/2004 12:00:00 AM,
3554,17162,27.86,25.0,60.0,80.0,1.0,1.0,10/9/2004 12:00:00 AM,
3556,48453,6.0,10.0,25.0,25.0,2.0,1.0,10/5/2004 12:00:00 AM,CN
3557,28683,8.0,2460.0,45.0,100.0,2.0,1.0,10/3/2004 12:00:00 AM,
3558,17866,1.5,5.0,25.0,80.0,2.0,1.0,10/7/2004 12:00:00 AM,
3559,13164,31.7,5.0,60.0,30.0,2.0,2.0,10/6/2004 12:00:00 AM,CN
3560,20732,,,,,,,10/6/2004 12:00:00 AM,ROV
3561,7920,54.0,4000.0,65.0,50.0,2.0,2.0,9/29/2004 12:00:00 AM,CN
3562,7908,54.0,5670.0,65.0,40.0,2.0,2.0,9/28/2004 12:00:00 AM,CN
3563,17356,12.0,10000.0,40.0,50.0,2.0,1.0,9/26/2004 12:00:00 AM,
3564,20587,28.0,604.0,25.0,50.0,2.0,1.0,9/26/2004 12:00:00 AM,
3565,13933,2.0,500.0,30.0,90.0,2.0,1.0,9/24/2004 12:00:00 AM,CN
3566,2685,2.0,2400.0,25.0,80.0,2.0,1.0,9/20/2004 12:00:00 AM,
3567,30851,10.0,5200.0,30.0,50.0,2.0,1.0,9/21/2004 12:00:00 AM,CP
3568,28987,6.0,25.0,40.0,80.0,2.0,1.0,9/21/2004 12:00:00 AM,CP
3569,25151,21.0,550.0,55.0,80.0,2.0,1.0,9/20/2004 12:00:00 AM,CP
3570,13199,27.86,497.0,60.0,90.0,2.0,1.0,9/17/2004 12:00:00 AM,
3571,100837,12.0,20.0,,20.0,1.0,2.0,9/2/2004 12:00:00 AM,CN
3573,24235,2.0,100.0,30.0,50.0,2.0,2.0,9/12/2004 12:00:00 AM,
3574,24204,2.0,38000.0,10.0,60.0,6.0,1.0,8/23/2004 12:00:00 AM,
3575,8756,5.0,7500.0,20.0,50.0,4.0,1.0,9/8/2004 12:00:00 AM,CN
3576,33338,6.0,5600.0,15.0,50.0,2.0,1.0,9/2/2004 12:00:00 AM,SCR
3577,5366,,,,,,,9/1/2004 12:00:00 AM,
3579,26993,10.0,200.0,50.0,80.0,2.0,1.0,9/4/2004 12:00:00 AM,
3580,703,31.0,5000.0,50.0,50.0,2.0,3.0,9/3/2004 12:00:00 AM,
3581,610168,5.0,25.0,20.0,80.0,2.0,1.0,9/5/2004 12:00:00 AM,CN
3582,610168,5.0,25.0,20.0,80.0,2.0,1.0,9/5/2004 12:00:00 AM,CN
3583,610168,5.0,25.0,20.0,80.0,2.0,1.0,9/5/2004 12:00:00 AM,CN
3585,34447,1.0,1004.0,25.0,40.0,2.0,1.0,9/4/2004 12:00:00 AM,RLMN
3586,4987,34.0,10800.0,65.0,50.0,4.0,2.0,9/2/2004 12:00:00 AM,CN
3587,4987,34.0,10800.0,65.0,50.0,4.0,2.0,9/2/2004 12:00:00 AM,CN
3588,17146,,,,,,,8/27/2004 12:00:00 AM,CN
3589,600157,42.0,60.0,40.0,20.0,1.0,2.0,8/26/2004 12:00:00 AM,CP
3590,600157,42.0,60.0,40.0,20.0,1.0,2.0,8/26/2004 12:00:00 AM,CP
3591,7919,54.0,24.0,65.0,80.0,2.0,2.0,8/25/2004 12:00:00 AM,CN
3592,7919,54.0,24.0,65.0,80.0,2.0,2.0,8/25/2004 12:00:00 AM,CN
3593,14885,16.0,2120.0,60.0,70.0,2.0,1.0,8/23/2004 12:00:00 AM,CN
3597,35715,48.0,7675.0,0.0,50.0,4.0,2.0,8/19/2004 12:00:00 AM,CN
3598,33563,11.0,2200.0,50.0,70.0,2.0,1.0,8/18/2004 12:00:00 AM,CP
3600,15350,6.0,245.0,25.0,80.0,2.0,1.0,8/17/2004 12:00:00 AM,CN
3601,15350,6.0,245.0,25.0,80.0,2.0,1.0,8/17/2004 12:00:00 AM,CN
3602,17541,,,,,,,8/13/2004 12:00:00 AM,
3603,17541,,,,,,,8/13/2004 12:00:00 AM,
3605,21284,8.0,1000.0,40.0,50.0,2.0,1.0,8/11/2004 12:00:00 AM,
3606,11624,140.0,2053.0,60.0,50.0,2.0,3.0,8/10/2004 12:00:00 AM,CN
3607,19134,10.0,6000.0,50.0,50.0,2.0,1.0,8/10/2004 12:00:00 AM,
3608,600590,42.0,10.0,50.0,0.0,1.0,2.0,8/5/2004 12:00:00 AM,CP
3609,600590,42.0,10.0,50.0,0.0,1.0,2.0,8/5/2004 12:00:00 AM,CP
3612,13992,1.0,24990.0,5.0,50.0,4.0,2.0,7/23/2004 12:00:00 AM,CN
3614,24198,2.0,13500.0,10.0,50.0,4.0,1.0,7/26/2004 12:00:00 AM,
3615,8773,2.0,21700.0,25.0,60.0,4.0,1.0,7/22/2004 12:00:00 AM,
3616,24397,12.0,5202.0,35.0,50.0,4.0,3.0,7/21/2004 12:00:00 AM,CP
3618,4848,27.0,11010.0,30.0,50.0,2.0,2.0,7/16/2004 12:00:00 AM,CN
3620,28249,8.0,16500.0,25.0,50.0,2.0,1.0,7/14/2004 12:00:00 AM,MMA
3621,46160,1.0,,,,2.0,1.0,7/9/2004 12:00:00 AM,
3624,13874,2.0,490.0,10.0,80.0,1.0,1.0,7/5/2004 12:00:00 AM,CN
3625,13874,2.0,490.0,10.0,80.0,1.0,1.0,7/5/2004 12:00:00 AM,CN
3626,14425,2.0,1.0,25.0,50.0,2.0,2.0,7/4/2004 12:00:00 AM,SLR
3627,13745,6.0,100.0,40.0,70.0,2.0,1.0,7/2/2004 12:00:00 AM,CN
3628,773,24.0,100.0,60.0,80.0,2.0,1.0,7/4/2004 12:00:00 AM,CN
3629,7956,42.0,2500.0,60.0,80.0,2.0,2.0,6/29/2004 12:00:00 AM,CN
3630,34358,1.0,2200.0,15.0,30.0,2.0,1.0,6/28/2004 12:00:00 AM,
3631,35427,12.0,4500.0,60.0,90.0,2.0,1.0,6/28/2004 12:00:00 AM,CN
3632,14519,12.0,10.0,60.0,80.0,1.0,1.0,6/28/2004 12:00:00 AM,VIA
3634,30851,10.0,5200.0,30.0,50.0,2.0,1.0,6/22/2004 12:00:00 AM,CP
3635,30851,10.0,5200.0,30.0,50.0,2.0,1.0,6/22/2004 12:00:00 AM,CP
3636,17558,39.86,268.0,60.0,50.0,2.0,1.0,6/21/2004 12:00:00 AM,CN
3637,17558,39.86,268.0,60.0,50.0,2.0,1.0,6/21/2004 12:00:00 AM,CN
3639,27494,12.0,50.0,45.0,30.0,2.0,1.0,6/21/2004 12:00:00 AM,
3640,27494,12.0,50.0,45.0,30.0,2.0,1.0,6/21/2004 12:00:00 AM,
3641,4966,52.0,2500.0,60.0,80.0,2.0,2.0,6/20/2004 12:00:00 AM,CN
3644,8705,2.0,20.0,40.0,20.0,1.0,1.0,6/14/2004 12:00:00 AM,CN
3645,50114,20.86,1.0,60.0,30.0,2.0,1.0,6/14/2004 12:00:00 AM,CN
3646,19035,10.0,200.0,60.0,80.0,2.0,1.0,6/12/2004 12:00:00 AM,
3648,30851,10.0,5200.0,30.0,50.0,2.0,1.0,6/10/2004 12:00:00 AM,CP
3649,30851,10.0,5200.0,30.0,50.0,2.0,1.0,6/10/2004 12:00:00 AM,CP
3650,30851,10.0,5200.0,30.0,50.0,2.0,1.0,6/10/2004 12:00:00 AM,CP
3651,16507,3.0,1.0,25.0,20.0,2.0,1.0,6/10/2004 12:00:00 AM,CN
3652,22106,25.0,13500.0,55.0,50.0,2.0,2.0,6/9/2004 12:00:00 AM,
3653,31954,2.0,6600.0,10.0,60.0,2.0,2.0,5/27/2004 12:00:00 AM,ETR
3654,48019,10.0,10.0,30.0,50.0,1.0,2.0,6/3/2004 12:00:00 AM,CP
3655,48019,10.0,10.0,30.0,50.0,1.0,2.0,6/3/2004 12:00:00 AM,CP
3656,28252,8.0,11300.0,25.0,90.0,2.0,1.0,6/1/2004 12:00:00 AM,MMA
3657,12685,18.86,3321.0,65.0,90.0,2.0,1.0,6/3/2004 12:00:00 AM,
3658,30913,10.0,100.0,60.0,80.0,2.0,1.0,6/2/2004 12:00:00 AM,CP
3659,30913,10.0,100.0,60.0,80.0,2.0,1.0,6/2/2004 12:00:00 AM,CP
3660,4852,27.0,300.0,65.0,80.0,2.0,1.0,5/28/2004 12:00:00 AM,CN
3661,10261,12.86,950.0,60.0,80.0,2.0,1.0,5/26/2004 12:00:00 AM,CN
3662,36767,8.0,500.0,,50.0,2.0,1.0,5/21/2004 12:00:00 AM,
3663,46295,6.0,10.0,25.0,25.0,2.0,1.0,5/20/2004 12:00:00 AM,MMA
3664,23068,11.0,200.0,60.0,70.0,2.0,1.0,5/17/2004 12:00:00 AM,
3665,9134,4.0,1500.0,15.0,50.0,2.0,1.0,5/14/2004 12:00:00 AM,CN
