,TC Number,Trains Daily,Vehicles Daily,Train Max Speed (mph),Road Max Speed (km/h),Lanes,Tracks,OccDate,SUBD_OWNER_ABBREV_ENG
3021,3273,10.0,15000.0,60.0,50.0,2.0,1.0,5/17/2006 12:00:00 AM,CN
3022,28565,2.0,25.0,35.0,80.0,1.0,1.0,5/12/2006 12:00:00 AM,CP
3023,26991,10.0,10000.0,30.0,50.0,4.0,1.0,5/10/2006 12:00:00 AM,
3024,26991,10.0,10000.0,30.0,50.0,4.0,1.0,5/10/2006 12:00:00 AM,
3025,24255,2.0,960.0,30.0,100.0,2.0,1.0,5/9/2006 12:00:00 AM,
3028,34253,17.0,13000.0,55.0,50.0,2.0,2.0,5/5/2006 12:00:00 AM,CP
3029,5194,4.0,14850.0,25.0,60.0,5.0,1.0,5/3/2006 12:00:00 AM,SOR
3030,46949,52.0,2.0,60.0,15.0,1.0,2.0,5/1/2006 12:00:00 AM,CN
3031,46949,52.0,2.0,60.0,15.0,1.0,2.0,5/1/2006 12:00:00 AM,CN
3032,28201,6.0,700.0,25.0,70.0,2.0,1.0,4/30/2006 12:00:00 AM,
3033,8379,1.0,3000.0,10.0,70.0,4.0,1.0,5/1/2006 12:00:00 AM,CFM
3034,21708,2.0,60.0,30.0,90.0,2.0,1.0,4/29/2006 12:00:00 AM,
3035,4751,3.0,75.0,35.0,70.0,1.0,1.0,4/28/2006 12:00:00 AM,CN
3036,8698,2.0,14200.0,40.0,50.0,2.0,1.0,4/28/2006 12:00:00 AM,
3037,46407,0.4,10.0,5.0,50.0,2.0,1.0,4/24/2006 12:00:00 AM,
3038,28813,2.0,30600.0,10.0,50.0,7.0,1.0,4/26/2006 12:00:00 AM,
3039,28813,2.0,30600.0,10.0,50.0,7.0,1.0,4/26/2006 12:00:00 AM,
3040,6471,1.0,19100.0,10.0,50.0,2.0,1.0,4/25/2006 12:00:00 AM,GEXR
3041,6471,1.0,19100.0,10.0,50.0,2.0,1.0,4/25/2006 12:00:00 AM,GEXR
3042,6471,1.0,19100.0,10.0,50.0,2.0,1.0,4/25/2006 12:00:00 AM,GEXR
3043,21195,8.0,3900.0,25.0,50.0,2.0,1.0,4/22/2006 12:00:00 AM,CP
3044,28883,42.0,25.0,55.0,80.0,1.0,1.0,4/19/2006 12:00:00 AM,
3045,28883,42.0,25.0,55.0,80.0,1.0,1.0,4/19/2006 12:00:00 AM,
3046,36682,18.0,70.0,35.0,50.0,2.0,1.0,4/13/2006 12:00:00 AM,CP
3048,26883,10.0,3500.0,45.0,100.0,2.0,1.0,4/10/2006 12:00:00 AM,
3049,26883,10.0,3500.0,45.0,100.0,2.0,1.0,4/10/2006 12:00:00 AM,
3050,36786,17.0,150.0,55.0,5.0,1.0,1.0,4/7/2006 12:00:00 AM,CP
3051,2924,6.0,1700.0,15.0,80.0,2.0,1.0,4/7/2006 12:00:00 AM,CN
3052,2924,6.0,1700.0,15.0,80.0,2.0,1.0,4/7/2006 12:00:00 AM,CN
3054,35601,4.0,16000.0,15.0,50.0,4.0,1.0,3/28/2006 12:00:00 AM,CN
3055,10084,14.0,2210.0,40.0,50.0,2.0,1.0,3/25/2006 12:00:00 AM,CN
3056,8777,2.0,400.0,25.0,50.0,2.0,1.0,3/23/2006 12:00:00 AM,
3057,15192,28.0,20.0,60.0,80.0,2.0,1.0,3/23/2006 12:00:00 AM,CN
3058,15192,28.0,20.0,60.0,80.0,2.0,1.0,3/23/2006 12:00:00 AM,CN
3059,6466,1.0,3629.0,10.0,50.0,2.0,1.0,3/22/2006 12:00:00 AM,GEXR
3060,6466,1.0,3629.0,10.0,50.0,2.0,1.0,3/22/2006 12:00:00 AM,GEXR
3061,26111,2.0,1300.0,40.0,50.0,2.0,1.0,3/20/2006 12:00:00 AM,
3062,9123,4.0,2100.0,15.0,50.0,2.0,1.0,3/17/2006 12:00:00 AM,CN
3063,30851,10.0,5200.0,30.0,50.0,2.0,1.0,3/17/2006 12:00:00 AM,CP
3064,30851,10.0,5200.0,30.0,50.0,2.0,1.0,3/17/2006 12:00:00 AM,CP
3065,30851,10.0,5200.0,30.0,50.0,2.0,1.0,3/17/2006 12:00:00 AM,CP
3066,33575,11.0,5629.0,35.0,50.0,2.0,1.0,3/18/2006 12:00:00 AM,
3067,22603,4.0,1.0,30.0,80.0,2.0,1.0,3/18/2006 12:00:00 AM,
3068,48538,5.0,10.0,15.0,50.0,2.0,4.0,3/15/2006 12:00:00 AM,CN
3069,48538,5.0,10.0,15.0,50.0,2.0,4.0,3/15/2006 12:00:00 AM,CN
3070,6405,8.0,395.0,55.0,80.0,2.0,1.0,3/15/2006 12:00:00 AM,
3071,28247,8.0,30000.0,25.0,50.0,2.0,1.0,2/23/2006 12:00:00 AM,MMA
3072,17589,39.86,3008.0,50.0,50.0,2.0,2.0,3/8/2006 12:00:00 AM,CN
3073,2256,1.0,5506.0,15.0,60.0,4.0,1.0,3/1/2006 12:00:00 AM,
3074,30694,2.0,50.0,30.0,80.0,2.0,1.0,3/4/2006 12:00:00 AM,
3075,851,21.0,200.0,55.0,50.0,2.0,2.0,3/4/2006 12:00:00 AM,
3076,851,21.0,200.0,55.0,50.0,2.0,2.0,3/4/2006 12:00:00 AM,
3077,13261,27.86,680.0,60.0,100.0,2.0,1.0,3/3/2006 12:00:00 AM,
3078,610540,,,,,,,3/3/2006 12:00:00 AM,
3079,28937,6.0,113.0,40.0,80.0,2.0,1.0,3/2/2006 12:00:00 AM,CP
3080,22639,4.0,50.0,30.0,80.0,2.0,1.0,3/2/2006 12:00:00 AM,CP
3081,46414,20.0,10.0,50.0,25.0,2.0,1.0,2/26/2006 12:00:00 AM,CP
3082,28249,8.0,16500.0,25.0,50.0,2.0,1.0,2/26/2006 12:00:00 AM,MMA
3083,15887,4.0,3824.0,40.0,80.0,2.0,1.0,2/26/2006 12:00:00 AM,CN
3084,15887,4.0,3824.0,40.0,80.0,2.0,1.0,2/26/2006 12:00:00 AM,CN
3085,22663,4.0,1500.0,30.0,60.0,2.0,1.0,2/25/2006 12:00:00 AM,CP
3086,36100,2.0,25.0,25.0,50.0,2.0,1.0,2/23/2006 12:00:00 AM,CN
3087,25935,9.0,950.0,40.0,80.0,2.0,1.0,2/23/2006 12:00:00 AM,CP
3088,27944,2.0,800.0,25.0,80.0,2.0,1.0,2/22/2006 12:00:00 AM,CP
3089,27944,2.0,800.0,25.0,80.0,2.0,1.0,2/22/2006 12:00:00 AM,CP
3090,24793,5.0,10000.0,10.0,50.0,4.0,2.0,2/22/2006 12:00:00 AM,CP
3091,23057,11.0,75.0,50.0,80.0,2.0,1.0,2/19/2006 12:00:00 AM,CP
3092,20799,,,,,,,2/16/2006 12:00:00 AM,ROV
3093,10764,11.86,10.0,40.0,50.0,2.0,1.0,2/16/2006 12:00:00 AM,CN
3094,10764,11.86,10.0,40.0,50.0,2.0,1.0,2/16/2006 12:00:00 AM,CN
3095,19148,,,,,,,2/15/2006 12:00:00 AM,CP
3096,22146,10.0,350.0,60.0,80.0,2.0,1.0,2/15/2006 12:00:00 AM,CP
3097,6308,1.0,,,,2.0,1.0,2/10/2006 12:00:00 AM,GEXR
3098,6308,1.0,,,,2.0,1.0,2/10/2006 12:00:00 AM,GEXR
3099,6308,1.0,,,,2.0,1.0,2/10/2006 12:00:00 AM,GEXR
3100,6308,1.0,,,,2.0,1.0,2/10/2006 12:00:00 AM,GEXR
3101,6916,4.0,600.0,30.0,80.0,2.0,1.0,2/12/2006 12:00:00 AM,SOR
3104,50138,2.0,10.0,25.0,25.0,2.0,1.0,2/9/2006 12:00:00 AM,CN
3105,36158,2.0,1.0,10.0,50.0,2.0,1.0,2/7/2006 12:00:00 AM,
3106,15488,3.0,4000.0,25.0,50.0,2.0,1.0,2/8/2006 12:00:00 AM,
3107,34845,12.0,10000.0,40.0,50.0,2.0,1.0,2/8/2006 12:00:00 AM,CN
3108,10529,,,,,,,2/7/2006 12:00:00 AM,CN
3109,31414,6.0,200.0,25.0,80.0,2.0,1.0,2/3/2006 12:00:00 AM,CN
3110,31414,6.0,200.0,25.0,80.0,2.0,1.0,2/3/2006 12:00:00 AM,CN
3111,31414,6.0,200.0,25.0,80.0,2.0,1.0,2/3/2006 12:00:00 AM,CN
3112,5028,52.0,1500.0,60.0,50.0,2.0,2.0,2/5/2006 12:00:00 AM,CN
3113,30905,10.0,5000.0,60.0,80.0,2.0,1.0,2/5/2006 12:00:00 AM,CP
3114,30905,10.0,5000.0,60.0,80.0,2.0,1.0,2/5/2006 12:00:00 AM,CP
3115,24183,4.0,25.0,30.0,80.0,2.0,1.0,2/3/2006 12:00:00 AM,
3116,30031,4.0,1706.0,20.0,50.0,4.0,1.0,1/29/2006 12:00:00 AM,ENR
3117,30031,4.0,1706.0,20.0,50.0,4.0,1.0,1/29/2006 12:00:00 AM,ENR
3118,8512,13.0,13000.0,30.0,50.0,4.0,2.0,1/28/2006 12:00:00 AM,CN
3119,4756,7.0,35009.0,10.0,70.0,6.0,1.0,1/25/2006 12:00:00 AM,CN
3120,4756,7.0,35009.0,10.0,70.0,6.0,1.0,1/25/2006 12:00:00 AM,CN
3121,1741,3.0,200.0,25.0,50.0,2.0,1.0,1/25/2006 12:00:00 AM,CN
3122,1741,3.0,200.0,25.0,50.0,2.0,1.0,1/25/2006 12:00:00 AM,CN
3123,300780,8.0,11500.0,10.0,70.0,4.0,1.0,1/25/2006 12:00:00 AM,CP
3124,300780,8.0,11500.0,10.0,70.0,4.0,1.0,1/25/2006 12:00:00 AM,CP
3125,22822,1.0,50.0,10.0,80.0,2.0,1.0,1/24/2006 12:00:00 AM,CP
3126,30023,3.0,50.0,20.0,50.0,2.0,1.0,1/23/2006 12:00:00 AM,ENR
3127,30023,3.0,50.0,20.0,50.0,2.0,1.0,1/23/2006 12:00:00 AM,ENR
3129,33207,4.0,352.0,25.0,80.0,2.0,1.0,1/20/2006 12:00:00 AM,CN
3130,31394,6.0,11012.0,15.0,50.0,2.0,1.0,1/19/2006 12:00:00 AM,CN
3131,31394,6.0,11012.0,15.0,50.0,2.0,1.0,1/19/2006 12:00:00 AM,CN
3132,26363,4.0,18004.0,10.0,50.0,2.0,1.0,1/17/2006 12:00:00 AM,OKAN
3133,26363,4.0,18004.0,10.0,50.0,2.0,1.0,1/17/2006 12:00:00 AM,OKAN
3134,30996,0.6,100.0,10.0,30.0,1.0,1.0,1/18/2006 12:00:00 AM,CP
3135,30996,0.6,100.0,10.0,30.0,1.0,1.0,1/18/2006 12:00:00 AM,CP
3136,30993,0.6,300.0,10.0,50.0,2.0,1.0,1/18/2006 12:00:00 AM,CP
3137,30993,0.6,300.0,10.0,50.0,2.0,1.0,1/18/2006 12:00:00 AM,CP
3138,32788,3.0,50.0,35.0,80.0,2.0,1.0,1/15/2006 12:00:00 AM,CN
3139,2304,4.0,1502.0,15.0,60.0,2.0,1.0,1/17/2006 12:00:00 AM,CN
3140,17184,27.86,25.0,60.0,80.0,2.0,1.0,1/16/2006 12:00:00 AM,CN
3141,36405,2.0,1200.0,15.0,90.0,2.0,1.0,1/13/2006 12:00:00 AM,SLR
3143,48457,,,,,,,1/11/2006 12:00:00 AM,KPR
3144,48457,,,,,,,1/11/2006 12:00:00 AM,KPR
3145,2293,4.0,100.0,40.0,80.0,2.0,1.0,1/11/2006 12:00:00 AM,CN
3146,30821,8.0,833.0,60.0,80.0,2.0,1.0,1/10/2006 12:00:00 AM,CP
3147,3163,1.0,650.0,10.0,80.0,2.0,1.0,1/12/2006 12:00:00 AM,CN
3148,3163,1.0,650.0,10.0,80.0,2.0,1.0,1/12/2006 12:00:00 AM,CN
3149,29045,16.0,4112.0,30.0,50.0,2.0,3.0,1/6/2006 12:00:00 AM,
3150,46427,17.0,100.0,,90.0,2.0,1.0,1/4/2006 12:00:00 AM,
3151,21720,2.0,50.0,30.0,90.0,2.0,1.0,1/5/2006 12:00:00 AM,
3152,17221,27.86,5700.0,40.0,60.0,2.0,6.0,12/29/2005 12:00:00 AM,
3153,30782,8.0,100.0,30.0,50.0,2.0,2.0,1/3/2006 12:00:00 AM,
3155,25018,10.0,1602.0,60.0,80.0,2.0,1.0,1/3/2006 12:00:00 AM,
3156,42642,8.0,12.0,,20.0,1.0,1.0,1/2/2006 12:00:00 AM,CN
3157,46430,,,,,,,12/27/2005 12:00:00 AM,QNS&L
3158,5030,52.0,3000.0,60.0,70.0,2.0,2.0,12/27/2005 12:00:00 AM,CN
3159,5030,52.0,3000.0,60.0,70.0,2.0,2.0,12/27/2005 12:00:00 AM,CN
3160,14890,16.0,1310.0,60.0,90.0,2.0,1.0,12/26/2005 12:00:00 AM,
3161,705,24.0,7000.0,50.0,50.0,2.0,2.0,12/23/2005 12:00:00 AM,
3162,705,24.0,7000.0,50.0,50.0,2.0,2.0,12/23/2005 12:00:00 AM,
3165,6780,24.0,5000.0,10.0,50.0,2.0,2.0,12/18/2005 12:00:00 AM,CN
3166,1015,10.0,200.0,,50.0,2.0,1.0,12/21/2005 12:00:00 AM,
3167,908,,,,,,,12/20/2005 12:00:00 AM,OCR
3168,8445,5.0,90.0,25.0,70.0,1.0,1.0,12/20/2005 12:00:00 AM,CN
3169,5023,52.0,2000.0,60.0,90.0,2.0,2.0,12/19/2005 12:00:00 AM,CN
3170,5023,52.0,2000.0,60.0,90.0,2.0,2.0,12/19/2005 12:00:00 AM,CN
3171,5023,52.0,2000.0,60.0,90.0,2.0,2.0,12/19/2005 12:00:00 AM,CN
3172,34253,17.0,13000.0,55.0,50.0,2.0,2.0,12/16/2005 12:00:00 AM,
3173,7044,,,,,,,12/18/2005 12:00:00 AM,
3174,34456,1.0,2000.0,15.0,50.0,2.0,3.0,12/12/2005 12:00:00 AM,
3175,31987,2.0,1300.0,10.0,60.0,2.0,1.0,12/12/2005 12:00:00 AM,BNSF
3176,31987,2.0,1300.0,10.0,60.0,2.0,1.0,12/12/2005 12:00:00 AM,BNSF
3177,14321,4.0,1204.0,30.0,50.0,2.0,1.0,12/12/2005 12:00:00 AM,
3178,23164,10.0,490.0,60.0,80.0,2.0,1.0,12/13/2005 12:00:00 AM,
3179,31988,2.0,750.0,20.0,60.0,2.0,1.0,12/6/2005 12:00:00 AM,ETR
3180,31988,2.0,750.0,20.0,60.0,2.0,1.0,12/6/2005 12:00:00 AM,ETR
3181,35292,1.0,25.0,10.0,50.0,2.0,1.0,12/9/2005 12:00:00 AM,CP
3182,14377,4.0,1000.0,30.0,25.0,2.0,2.0,12/7/2005 12:00:00 AM,
3183,10995,2.0,500.0,40.0,50.0,2.0,1.0,12/6/2005 12:00:00 AM,
3184,8698,2.0,14200.0,40.0,50.0,2.0,1.0,12/6/2005 12:00:00 AM,CN
3185,30896,10.0,2000.0,60.0,80.0,2.0,1.0,12/6/2005 12:00:00 AM,CP
3186,30896,10.0,2000.0,60.0,80.0,2.0,1.0,12/6/2005 12:00:00 AM,CP
3187,13391,2.0,3000.0,25.0,60.0,2.0,1.0,12/4/2005 12:00:00 AM,
3188,15192,28.0,20.0,60.0,80.0,2.0,1.0,12/2/2005 12:00:00 AM,CN
3189,15192,28.0,20.0,60.0,80.0,2.0,1.0,12/2/2005 12:00:00 AM,CN
3190,17860,1.5,750.0,10.0,50.0,4.0,4.0,12/1/2005 12:00:00 AM,CN
3191,32268,4.0,3000.0,40.0,50.0,2.0,1.0,12/1/2005 12:00:00 AM,CP
3192,8157,40.0,2700.0,65.0,50.0,2.0,2.0,11/25/2005 12:00:00 AM,
3193,15628,8.0,300.0,55.0,80.0,2.0,1.0,11/25/2005 12:00:00 AM,GEXR
3194,15628,8.0,300.0,55.0,80.0,2.0,1.0,11/25/2005 12:00:00 AM,GEXR
3195,30748,2.0,3600.0,10.0,50.0,2.0,1.0,11/25/2005 12:00:00 AM,CP
3196,18235,3.0,106.0,45.0,80.0,2.0,1.0,11/25/2005 12:00:00 AM,CP
3197,300781,8.0,7936.0,10.0,80.0,2.0,1.0,11/23/2005 12:00:00 AM,
3198,5018,52.0,15112.0,60.0,50.0,2.0,2.0,11/18/2005 12:00:00 AM,CN
3199,36224,27.86,50.0,60.0,80.0,2.0,1.0,11/19/2005 12:00:00 AM,
3200,23064,11.0,87.0,60.0,80.0,2.0,1.0,11/20/2005 12:00:00 AM,
3201,23064,11.0,87.0,60.0,80.0,2.0,1.0,11/20/2005 12:00:00 AM,
3202,18919,10.0,100.0,60.0,80.0,2.0,1.0,11/19/2005 12:00:00 AM,CP
3203,25020,10.0,1000.0,60.0,20.0,2.0,1.0,11/2/2005 12:00:00 AM,CP
3204,48019,10.0,10.0,30.0,50.0,1.0,2.0,11/15/2005 12:00:00 AM,CP
3205,48019,10.0,10.0,30.0,50.0,1.0,2.0,11/15/2005 12:00:00 AM,CP
3206,46711,25.86,1.0,45.0,25.0,2.0,3.0,11/14/2005 12:00:00 AM,
3207,31392,6.0,6617.0,15.0,50.0,2.0,1.0,11/14/2005 12:00:00 AM,
3210,46083,25.86,100.0,35.0,0.0,1.0,1.0,11/11/2005 12:00:00 AM,
3211,6892,,,,,,,11/11/2005 12:00:00 AM,
3212,421,1.0,2508.0,10.0,60.0,2.0,1.0,11/13/2005 12:00:00 AM,CN
3213,8711,2.0,20.0,40.0,20.0,1.0,1.0,11/11/2005 12:00:00 AM,
3214,23421,12.0,10356.0,35.0,50.0,2.0,2.0,11/13/2005 12:00:00 AM,
3216,19783,25.0,320.0,55.0,80.0,1.0,1.0,11/10/2005 12:00:00 AM,CP
3218,601233,6.0,24100.0,10.0,60.0,4.0,1.0,11/5/2005 12:00:00 AM,
3219,601233,6.0,24100.0,10.0,60.0,4.0,1.0,11/5/2005 12:00:00 AM,
3220,741,24.0,2200.0,60.0,80.0,3.0,1.0,11/6/2005 12:00:00 AM,
3221,7994,40.0,2300.0,60.0,50.0,2.0,2.0,11/4/2005 12:00:00 AM,CN
3225,26738,10.0,30.0,50.0,30.0,2.0,1.0,10/25/2005 12:00:00 AM,
3226,23247,23.0,125.0,50.0,80.0,2.0,2.0,10/21/2005 12:00:00 AM,
3227,13325,27.86,30.0,60.0,40.0,2.0,2.0,10/21/2005 12:00:00 AM,
3228,7509,9.0,9000.0,20.0,50.0,2.0,1.0,10/24/2005 12:00:00 AM,CN
3229,30768,31.0,1370.0,55.0,50.0,2.0,2.0,10/23/2005 12:00:00 AM,CP
3230,6755,24.0,1700.0,5.0,60.0,2.0,1.0,10/21/2005 12:00:00 AM,
3231,719,24.0,3700.0,60.0,50.0,2.0,1.0,10/20/2005 12:00:00 AM,
3232,28179,6.0,30.0,45.0,50.0,2.0,1.0,10/16/2005 12:00:00 AM,
3233,36835,,,,,,,10/17/2005 12:00:00 AM,CN
3234,34046,2.0,100.0,15.0,50.0,2.0,1.0,10/17/2005 12:00:00 AM,CN
3235,25385,0.6,50.0,25.0,80.0,2.0,1.0,10/17/2005 12:00:00 AM,CP
3236,42935,8.0,1.0,,10.0,1.0,1.0,10/14/2005 12:00:00 AM,
3237,6781,0.4,604.0,5.0,50.0,2.0,1.0,10/13/2005 12:00:00 AM,CN
3238,49461,18.0,5.0,50.0,10.0,2.0,1.0,10/13/2005 12:00:00 AM,CP
3239,4821,27.0,700.0,65.0,50.0,2.0,1.0,10/9/2005 12:00:00 AM,
3240,24009,18.0,3610.0,45.0,50.0,2.0,2.0,10/11/2005 12:00:00 AM,CP
3241,35292,1.0,25.0,10.0,50.0,2.0,1.0,10/3/2005 12:00:00 AM,CP
3242,26167,8.0,700.0,30.0,50.0,3.0,3.0,10/4/2005 12:00:00 AM,
3244,30955,9.0,1300.0,60.0,50.0,2.0,1.0,10/1/2005 12:00:00 AM,CP
3245,30955,9.0,1300.0,60.0,50.0,2.0,1.0,10/1/2005 12:00:00 AM,CP
3247,33805,4.0,3015.0,50.0,70.0,4.0,2.0,3/29/2005 12:00:00 AM,MMA
3248,19877,,,,,,,9/21/2005 12:00:00 AM,CP
3249,4987,34.0,10800.0,65.0,50.0,4.0,2.0,9/21/2005 12:00:00 AM,CN
3250,19813,25.0,360.0,55.0,50.0,2.0,1.0,9/17/2005 12:00:00 AM,
3251,19813,25.0,360.0,55.0,50.0,2.0,1.0,9/17/2005 12:00:00 AM,
3253,35990,5.0,2408.0,40.0,80.0,2.0,1.0,9/12/2005 12:00:00 AM,
3254,30876,10.0,1200.0,60.0,80.0,2.0,1.0,9/13/2005 12:00:00 AM,CP
3255,30876,10.0,1200.0,60.0,80.0,2.0,1.0,9/13/2005 12:00:00 AM,CP
3256,30876,10.0,1200.0,60.0,80.0,2.0,1.0,9/13/2005 12:00:00 AM,CP
3257,30876,10.0,1200.0,60.0,80.0,2.0,1.0,9/13/2005 12:00:00 AM,CP
3258,30876,10.0,1200.0,60.0,80.0,2.0,1.0,9/13/2005 12:00:00 AM,CP
3259,30876,10.0,1200.0,60.0,80.0,2.0,1.0,9/13/2005 12:00:00 AM,CP
3260,31354,4.0,250.0,40.0,40.0,2.0,1.0,9/4/2005 12:00:00 AM,CP
3261,25023,10.0,5500.0,60.0,80.0,2.0,1.0,9/3/2005 12:00:00 AM,CP
3262,28917,,,,,,,9/3/2005 12:00:00 AM,CP
3264,30289,5.0,10.0,40.0,80.0,1.0,1.0,8/30/2005 12:00:00 AM,CP
3265,35875,,,,,,,7/28/2005 12:00:00 AM,CN
3266,47775,4.0,1742.0,25.0,30.0,2.0,1.0,8/25/2005 12:00:00 AM,
3267,3229,12.0,1000.0,40.0,60.0,2.0,2.0,8/24/2005 12:00:00 AM,CN
3268,3229,12.0,1000.0,40.0,60.0,2.0,2.0,8/24/2005 12:00:00 AM,CN
3271,28403,26.0,600.0,50.0,80.0,2.0,1.0,8/20/2005 12:00:00 AM,
3272,15176,28.0,400.0,60.0,80.0,2.0,1.0,8/20/2005 12:00:00 AM,CN
3273,15176,28.0,400.0,60.0,80.0,2.0,1.0,8/20/2005 12:00:00 AM,CN
3274,33576,11.0,4819.0,35.0,50.0,2.0,1.0,8/21/2005 12:00:00 AM,
3275,34358,1.0,2200.0,15.0,30.0,2.0,1.0,8/18/2005 12:00:00 AM,CN
3276,50137,2.0,10.0,25.0,25.0,2.0,1.0,8/13/2005 12:00:00 AM,CN
3277,17220,27.86,2573.0,40.0,70.0,2.0,2.0,8/16/2005 12:00:00 AM,CN
3278,45047,11.0,100.0,40.0,80.0,2.0,2.0,8/15/2005 12:00:00 AM,
3279,45047,11.0,100.0,40.0,80.0,2.0,2.0,8/15/2005 12:00:00 AM,
3281,13185,27.86,3480.0,60.0,70.0,2.0,1.0,8/17/2005 12:00:00 AM,
3282,600590,42.0,10.0,50.0,0.0,1.0,2.0,8/14/2005 12:00:00 AM,
3283,10300,8.0,1500.0,60.0,80.0,2.0,1.0,8/14/2005 12:00:00 AM,CN
3284,4756,7.0,35009.0,10.0,70.0,6.0,1.0,8/8/2005 12:00:00 AM,CN
3285,4756,7.0,35009.0,10.0,70.0,6.0,1.0,8/8/2005 12:00:00 AM,CN
3286,4756,7.0,35009.0,10.0,70.0,6.0,1.0,8/8/2005 12:00:00 AM,CN
3287,4756,7.0,35009.0,10.0,70.0,6.0,1.0,8/8/2005 12:00:00 AM,CN
3288,4756,7.0,35009.0,10.0,70.0,6.0,1.0,8/8/2005 12:00:00 AM,CN
3289,26731,23.0,2400.0,40.0,50.0,2.0,1.0,8/9/2005 12:00:00 AM,CP
3291,13341,27.86,1140.0,60.0,100.0,2.0,1.0,8/8/2005 12:00:00 AM,CN
3292,19374,5.0,20.0,40.0,90.0,2.0,1.0,8/3/2005 12:00:00 AM,
3293,31673,4.0,1800.0,30.0,50.0,2.0,1.0,8/3/2005 12:00:00 AM,CSX
3295,28394,26.0,600.0,30.0,50.0,2.0,1.0,7/29/2005 12:00:00 AM,
3296,46651,17.0,10.0,50.0,10.0,2.0,1.0,7/29/2005 12:00:00 AM,
3297,10691,8.0,102.0,,50.0,2.0,1.0,7/29/2005 12:00:00 AM,
3298,25143,21.0,200.0,55.0,80.0,2.0,1.0,7/28/2005 12:00:00 AM,CP
3299,28882,24.0,2.0,55.0,15.0,1.0,1.0,7/28/2005 12:00:00 AM,
3300,33492,20.0,10000.0,10.0,50.0,2.0,2.0,7/26/2005 12:00:00 AM,
3301,13408,2.0,10000.0,25.0,40.0,2.0,1.0,7/27/2005 12:00:00 AM,
3303,860,21.86,5600.0,60.0,60.0,2.0,1.0,7/25/2005 12:00:00 AM,
3304,17360,12.0,400.0,40.0,70.0,2.0,1.0,7/23/2005 12:00:00 AM,
3305,16541,2.0,250.0,20.0,50.0,2.0,1.0,7/21/2005 12:00:00 AM,OCR
3306,30815,8.0,200.0,60.0,60.0,2.0,1.0,7/21/2005 12:00:00 AM,CP
3307,3267,10.0,1292.0,60.0,50.0,2.0,1.0,7/20/2005 12:00:00 AM,VIA
3308,46224,12.86,10.0,60.0,25.0,2.0,1.0,7/20/2005 12:00:00 AM,CN
3309,27944,2.0,800.0,25.0,80.0,2.0,1.0,7/20/2005 12:00:00 AM,CP
3310,27944,2.0,800.0,25.0,80.0,2.0,1.0,7/20/2005 12:00:00 AM,CP
3311,17190,27.86,2898.0,60.0,50.0,2.0,2.0,7/16/2005 12:00:00 AM,CN
3312,6771,24.0,8000.0,10.0,60.0,3.0,1.0,7/12/2005 12:00:00 AM,CN
3313,200510,13.0,1.0,30.0,80.0,1.0,2.0,7/14/2005 12:00:00 AM,CN
3314,30883,10.0,50.0,60.0,80.0,2.0,1.0,7/11/2005 12:00:00 AM,CP
3315,30883,10.0,50.0,60.0,80.0,2.0,1.0,7/11/2005 12:00:00 AM,CP
3316,4033,1.5,1400.0,25.0,100.0,2.0,1.0,7/7/2005 12:00:00 AM,CN
3317,7908,54.0,5670.0,65.0,40.0,2.0,2.0,7/6/2005 12:00:00 AM,CN
3318,300549,2.0,25.0,10.0,80.0,2.0,1.0,7/4/2005 12:00:00 AM,CN
3319,8462,5.0,45.0,40.0,30.0,1.0,1.0,7/4/2005 12:00:00 AM,CN
3320,32149,18.0,9006.0,30.0,50.0,2.0,2.0,7/4/2005 12:00:00 AM,
3321,32149,18.0,9006.0,30.0,50.0,2.0,2.0,7/4/2005 12:00:00 AM,
3322,10492,55.0,4430.0,30.0,50.0,2.0,3.0,6/30/2005 12:00:00 AM,CN
3323,666,12.0,12300.0,35.0,50.0,2.0,1.0,6/23/2005 12:00:00 AM,
3324,30947,9.0,368.0,60.0,60.0,2.0,1.0,6/25/2005 12:00:00 AM,CP
3325,30947,9.0,368.0,60.0,60.0,2.0,1.0,6/25/2005 12:00:00 AM,CP
3326,31400,6.0,570.0,30.0,50.0,2.0,1.0,6/22/2005 12:00:00 AM,
3327,10140,1.0,1920.0,25.0,80.0,2.0,1.0,6/22/2005 12:00:00 AM,
3328,12622,3.7,225.0,40.0,80.0,2.0,1.0,6/15/2005 12:00:00 AM,CN
3329,15175,28.0,2500.0,60.0,50.0,2.0,2.0,6/13/2005 12:00:00 AM,CN
3330,19543,10.0,1500.0,60.0,40.0,2.0,4.0,6/11/2005 12:00:00 AM,CP
3331,24122,4.0,4200.0,25.0,50.0,4.0,1.0,6/5/2005 12:00:00 AM,
3332,27454,2.0,768.0,15.0,80.0,2.0,1.0,6/4/2005 12:00:00 AM,CP
3333,27454,2.0,768.0,15.0,80.0,2.0,1.0,6/4/2005 12:00:00 AM,CP
3334,3253,10.0,426.0,60.0,80.0,2.0,1.0,6/2/2005 12:00:00 AM,VIA
3335,3253,10.0,426.0,60.0,80.0,2.0,1.0,6/2/2005 12:00:00 AM,VIA
3336,34756,1.0,750.0,25.0,40.0,2.0,1.0,4/16/2005 12:00:00 AM,
3337,28169,6.0,5000.0,10.0,50.0,3.0,1.0,5/28/2005 12:00:00 AM,MMA
3338,601153,17.0,25.0,55.0,80.0,2.0,1.0,5/30/2005 12:00:00 AM,CP
